지역명,자치구명,지역종류,위도,경도,건물용도,거래유형,거래건수,신뢰등급,출처,매매가,매매가_25,매매가_75,보증금,보증금_25,보증금_75,월임대료,면적_중앙값,면적_25,면적_75,㎡당_중앙값
송중동,강북구,행정동,37.618654765758386,127.03376644023399,아파트,매매,130,높음,해당지역,87250.0,78550.0,95000.0,,,,,84.7,60.0,84.9,1173.806
송중동,강북구,행정동,37.618654765758386,127.03376644023399,연립다세대,매매,32,높음,해당지역,36500.0,29925.0,43375.0,,,,,50.9,45.6,58.1,724.368
송중동,강북구,행정동,37.618654765758386,127.03376644023399,오피스텔,매매,14,보통,법정동,13200.0,12562.5,13887.5,,,,,22.4,22.4,22.4,588.579
송중동,강북구,행정동,37.618654765758386,127.03376644023399,단독다가구,월세,868,높음,법정동,,,,1000.0,,,42.0,33.0,21.0,50.0,
송중동,강북구,행정동,37.618654765758386,127.03376644023399,아파트,월세,74,높음,해당지역,,,,10999.0,,,73.0,60.0,49.5,84.9,
송중동,강북구,행정동,37.618654765758386,127.03376644023399,연립다세대,월세,81,높음,해당지역,,,,2000.0,,,50.0,42.4,31.1,52.1,
송중동,강북구,행정동,37.618654765758386,127.03376644023399,오피스텔,월세,120,높음,법정동,,,,1000.0,,,70.0,22.4,18.5,22.4,
송중동,강북구,행정동,37.618654765758386,127.03376644023399,단독다가구,전세,239,높음,법정동,,,,10000.0,7000.0,15000.0,,45.0,30.8,54.4,250.0
송중동,강북구,행정동,37.618654765758386,127.03376644023399,아파트,전세,73,높음,해당지역,,,,50000.0,45000.0,55650.0,,84.6,60.0,84.9,682.06
송중동,강북구,행정동,37.618654765758386,127.03376644023399,연립다세대,전세,67,높음,해당지역,,,,13000.0,10995.0,18500.0,,46.2,39.7,54.5,281.385
송중동,강북구,행정동,37.618654765758386,127.03376644023399,오피스텔,전세,56,높음,자치구,,,,18600.0,15500.0,26000.0,,24.3,17.0,29.5,893.495
송천동,강북구,행정동,37.61837448148578,127.02418625320547,단독다가구,매매,43,높음,법정동,63000.0,46500.0,81900.0,,,,,137.1,66.6,176.2,515.464
송천동,강북구,행정동,37.61837448148578,127.02418625320547,아파트,매매,48,높음,해당지역,97750.0,54700.0,107250.0,,,,,68.7,60.0,84.9,1283.882
송천동,강북구,행정동,37.61837448148578,127.02418625320547,연립다세대,매매,74,높음,해당지역,42000.0,29250.0,56750.0,,,,,46.5,39.1,54.0,833.012
송천동,강북구,행정동,37.61837448148578,127.02418625320547,오피스텔,매매,14,보통,법정동,13200.0,12562.5,13887.5,,,,,22.4,22.4,22.4,588.579
송천동,강북구,행정동,37.61837448148578,127.02418625320547,단독다가구,월세,868,높음,법정동,,,,1000.0,,,42.0,33.0,21.0,50.0,
송천동,강북구,행정동,37.61837448148578,127.02418625320547,아파트,월세,92,높음,해당지역,,,,9280.0,,,112.5,60.0,40.0,84.9,
송천동,강북구,행정동,37.61837448148578,127.02418625320547,연립다세대,월세,60,높음,해당지역,,,,3000.0,,,50.0,40.9,32.0,49.2,
송천동,강북구,행정동,37.61837448148578,127.02418625320547,오피스텔,월세,120,높음,법정동,,,,1000.0,,,70.0,22.4,18.5,22.4,
송천동,강북구,행정동,37.61837448148578,127.02418625320547,단독다가구,전세,239,높음,법정동,,,,10000.0,7000.0,15000.0,,45.0,30.8,54.4,250.0
송천동,강북구,행정동,37.61837448148578,127.02418625320547,아파트,전세,100,높음,해당지역,,,,60000.0,44750.0,66000.0,,75.0,59.4,84.9,802.165
송천동,강북구,행정동,37.61837448148578,127.02418625320547,연립다세대,전세,46,높음,해당지역,,,,20000.0,12125.0,22875.0,,48.0,40.7,57.1,333.333
송천동,강북구,행정동,37.61837448148578,127.02418625320547,오피스텔,전세,56,높음,자치구,,,,18600.0,15500.0,26000.0,,24.3,17.0,29.5,893.495
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,단독다가구,매매,30,높음,법정동,51250.0,42325.0,78000.0,,,,,126.6,64.7,180.7,428.231
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,아파트,매매,16,보통,해당지역,46500.0,11375.0,53500.0,,,,,48.6,19.0,75.4,685.9
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,연립다세대,매매,90,높음,해당지역,23000.0,16250.0,31000.0,,,,,45.7,37.0,58.1,482.705
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,오피스텔,매매,26,보통,해당지역,12400.0,11000.0,16125.0,,,,,29.5,22.6,38.7,379.821
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,단독다가구,월세,1179,높음,법정동,,,,500.0,,,45.0,28.0,19.0,40.4,
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,아파트,월세,44,높음,해당지역,,,,2500.0,,,44.5,18.8,14.4,25.8,
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,연립다세대,월세,112,높음,해당지역,,,,3000.0,,,45.0,35.4,29.6,47.7,
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,오피스텔,월세,98,높음,해당지역,,,,1000.0,,,90.0,23.2,21.6,28.1,
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,단독다가구,전세,183,높음,법정동,,,,10500.0,7000.0,15000.0,,43.7,31.5,58.2,231.702
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,아파트,전세,14,보통,해당지역,,,,17800.0,16075.0,19950.0,,18.7,14.8,22.1,902.715
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,연립다세대,전세,67,높음,해당지역,,,,15120.0,11000.0,20700.0,,44.5,36.9,56.3,332.945
수유1동,강북구,행정동,37.631975036373326,127.01907210684752,오피스텔,전세,22,보통,해당지역,,,,16250.0,15500.0,19375.0,,17.0,17.0,33.3,867.137
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,단독다가구,매매,30,높음,법정동,51250.0,42325.0,78000.0,,,,,126.6,64.7,180.7,428.231
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,아파트,매매,78,높음,해당지역,61350.0,55125.0,70875.0,,,,,83.4,63.8,85.0,800.471
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,연립다세대,매매,83,높음,해당지역,22000.0,15650.0,30150.0,,,,,46.6,36.3,56.0,520.833
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,오피스텔,매매,41,높음,법정동,12400.0,11000.0,14400.0,,,,,30.2,25.5,34.2,401.771
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,단독다가구,월세,1179,높음,법정동,,,,500.0,,,45.0,28.0,19.0,40.4,
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,아파트,월세,46,높음,해당지역,,,,5000.0,,,70.0,59.9,14.9,63.8,
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,연립다세대,월세,137,높음,해당지역,,,,2000.0,,,35.0,33.3,26.0,46.7,
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,오피스텔,월세,10,보통,해당지역,,,,1000.0,,,60.0,19.0,16.7,19.2,
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,단독다가구,전세,183,높음,법정동,,,,10500.0,7000.0,15000.0,,43.7,31.5,58.2,231.702
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,아파트,전세,58,높음,해당지역,,,,38000.0,35000.0,45000.0,,63.8,63.8,84.9,529.911
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,연립다세대,전세,41,높음,해당지역,,,,17500.0,12870.0,20900.0,,46.7,36.4,57.7,341.815
수유2동,강북구,행정동,37.64593817436504,127.01816816299781,오피스텔,전세,36,높음,법정동,,,,17500.0,15925.0,25000.0,,19.9,17.0,31.3,893.495
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,단독다가구,매매,30,높음,법정동,51250.0,42325.0,78000.0,,,,,126.6,64.7,180.7,428.231
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,아파트,매매,13,보통,해당지역,30800.0,26000.0,38500.0,,,,,27.4,24.3,77.5,949.252
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,연립다세대,매매,72,높음,해당지역,24900.0,18375.0,28550.0,,,,,49.3,35.3,57.6,476.089
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,오피스텔,매매,11,보통,해당지역,12500.0,12275.0,14250.0,,,,,30.5,30.3,34.3,408.577
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,단독다가구,월세,1179,높음,법정동,,,,500.0,,,45.0,28.0,19.0,40.4,
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,아파트,월세,112,높음,해당지역,,,,1000.0,,,78.0,17.5,13.5,22.0,
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,연립다세대,월세,127,높음,해당지역,,,,3000.0,,,53.0,42.1,29.2,48.5,
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,오피스텔,월세,121,높음,해당지역,,,,1000.0,,,75.0,23.0,16.1,31.2,
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,단독다가구,전세,183,높음,법정동,,,,10500.0,7000.0,15000.0,,43.7,31.5,58.2,231.702
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,아파트,전세,16,보통,해당지역,,,,21950.0,15300.0,39250.0,,35.8,13.4,64.5,735.144
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,연립다세대,전세,31,높음,해당지역,,,,16500.0,12250.0,20000.0,,41.6,34.2,57.3,366.524
수유3동,강북구,행정동,37.63844709092183,127.02308638855217,오피스텔,전세,36,높음,법정동,,,,17500.0,15925.0,25000.0,,19.9,17.0,31.3,893.495
우이동,강북구,행정동,37.65485501031822,127.01169635012567,단독다가구,매매,87,높음,자치구,59000.0,45750.0,81500.0,,,,,148.7,69.0,179.9,482.42
우이동,강북구,행정동,37.65485501031822,127.01169635012567,아파트,매매,17,보통,해당지역,49000.0,40000.0,57000.0,,,,,84.9,66.3,85.0,611.909
우이동,강북구,행정동,37.65485501031822,127.01169635012567,연립다세대,매매,126,높음,해당지역,23750.0,15337.5,31875.0,,,,,46.4,38.9,56.0,441.936
우이동,강북구,행정동,37.65485501031822,127.01169635012567,오피스텔,매매,69,높음,자치구,12800.0,11500.0,14400.0,,,,,27.8,22.4,33.7,420.168
우이동,강북구,행정동,37.65485501031822,127.01169635012567,단독다가구,월세,118,높음,해당지역,,,,500.0,,,43.0,19.8,16.5,46.1,
우이동,강북구,행정동,37.65485501031822,127.01169635012567,아파트,월세,855,높음,자치구,,,,5000.0,,,76.0,41.3,18.6,65.6,
우이동,강북구,행정동,37.65485501031822,127.01169635012567,연립다세대,월세,140,높음,해당지역,,,,3679.5,,,35.0,44.4,31.2,52.4,
우이동,강북구,행정동,37.65485501031822,127.01169635012567,오피스텔,월세,450,높음,자치구,,,,1000.0,,,70.0,23.1,19.6,28.1,
우이동,강북구,행정동,37.65485501031822,127.01169635012567,단독다가구,전세,15,보통,해당지역,,,,7500.0,6750.0,12500.0,,30.2,17.2,44.6,300.0
우이동,강북구,행정동,37.65485501031822,127.01169635012567,아파트,전세,15,보통,해당지역,,,,35306.0,32525.0,40500.0,,84.9,84.8,85.0,435.397
우이동,강북구,행정동,37.65485501031822,127.01169635012567,연립다세대,전세,41,높음,해당지역,,,,18370.0,11000.0,21000.0,,47.9,35.8,60.9,341.168
우이동,강북구,행정동,37.65485501031822,127.01169635012567,오피스텔,전세,56,높음,자치구,,,,18600.0,15500.0,26000.0,,24.3,17.0,29.5,893.495
인수동,강북구,행정동,37.638694442317025,127.01475823915263,단독다가구,매매,30,높음,법정동,51250.0,42325.0,78000.0,,,,,126.6,64.7,180.7,428.231
인수동,강북구,행정동,37.638694442317025,127.01475823915263,아파트,매매,27,보통,해당지역,26000.0,25900.0,52500.0,,,,,20.7,20.4,85.0,1207.729
인수동,강북구,행정동,37.638694442317025,127.01475823915263,연립다세대,매매,219,높음,해당지역,22200.0,17000.0,26729.5,,,,,41.1,28.6,53.9,537.804
인수동,강북구,행정동,37.638694442317025,127.01475823915263,오피스텔,매매,41,높음,법정동,12400.0,11000.0,14400.0,,,,,30.2,25.5,34.2,401.771
인수동,강북구,행정동,37.638694442317025,127.01475823915263,단독다가구,월세,1179,높음,법정동,,,,500.0,,,45.0,28.0,19.0,40.4,
인수동,강북구,행정동,37.638694442317025,127.01475823915263,아파트,월세,64,높음,해당지역,,,,1000.0,,,95.0,17.2,14.8,36.8,
인수동,강북구,행정동,37.638694442317025,127.01475823915263,연립다세대,월세,204,높음,해당지역,,,,3000.0,,,40.0,43.7,30.0,53.6,
인수동,강북구,행정동,37.638694442317025,127.01475823915263,오피스텔,월세,37,높음,해당지역,,,,2000.0,,,110.0,28.0,23.6,35.0,
인수동,강북구,행정동,37.638694442317025,127.01475823915263,단독다가구,전세,183,높음,법정동,,,,10500.0,7000.0,15000.0,,43.7,31.5,58.2,231.702
인수동,강북구,행정동,37.638694442317025,127.01475823915263,아파트,전세,97,높음,법정동,,,,36000.0,26500.0,42000.0,,63.8,51.9,84.9,540.922
인수동,강북구,행정동,37.638694442317025,127.01475823915263,연립다세대,전세,79,높음,해당지역,,,,14100.0,8000.0,18100.0,,47.5,29.5,59.3,280.28
인수동,강북구,행정동,37.638694442317025,127.01475823915263,오피스텔,전세,36,높음,법정동,,,,17500.0,15925.0,25000.0,,19.9,17.0,31.3,893.495
가양1동,강서구,행정동,37.56648006694209,126.834914873601,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
가양1동,강서구,행정동,37.56648006694209,126.834914873601,아파트,매매,202,높음,해당지역,91650.0,75000.0,114625.0,,,,,59.9,39.6,85.0,1635.487
가양1동,강서구,행정동,37.56648006694209,126.834914873601,연립다세대,매매,18,보통,해당지역,29000.0,22475.0,31937.5,,,,,43.0,27.5,53.4,714.985
가양1동,강서구,행정동,37.56648006694209,126.834914873601,오피스텔,매매,228,높음,해당지역,16790.0,13650.0,19000.0,,,,,23.0,21.2,24.6,713.44
가양1동,강서구,행정동,37.56648006694209,126.834914873601,단독다가구,월세,19,보통,법정동,,,,3000.0,,,50.0,48.0,32.5,70.9,
가양1동,강서구,행정동,37.56648006694209,126.834914873601,아파트,월세,193,높음,해당지역,,,,10000.0,,,80.0,49.8,39.6,84.9,
가양1동,강서구,행정동,37.56648006694209,126.834914873601,연립다세대,월세,76,높음,해당지역,,,,16475.0,,,20.0,27.5,23.7,48.5,
가양1동,강서구,행정동,37.56648006694209,126.834914873601,오피스텔,월세,3335,높음,해당지역,,,,1500.0,,,67.0,22.2,20.6,24.1,
가양1동,강서구,행정동,37.56648006694209,126.834914873601,단독다가구,전세,371,높음,자치구,,,,12000.0,8000.0,15750.0,,41.5,34.8,59.6,258.324
가양1동,강서구,행정동,37.56648006694209,126.834914873601,아파트,전세,313,높음,해당지역,,,,47000.0,29000.0,60000.0,,60.0,39.6,85.0,676.63
가양1동,강서구,행정동,37.56648006694209,126.834914873601,연립다세대,전세,54,높음,해당지역,,,,23550.0,17500.0,26000.0,,41.5,29.5,54.6,490.483
가양1동,강서구,행정동,37.56648006694209,126.834914873601,오피스텔,전세,486,높음,해당지역,,,,18000.0,15300.0,25312.5,,24.6,21.4,30.8,764.496
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,아파트,매매,109,높음,해당지역,80000.0,67400.0,114500.0,,,,,39.6,34.4,84.8,1898.99
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,연립다세대,매매,1827,높음,자치구,24000.0,18500.0,29000.0,,,,,41.4,29.9,55.4,569.83
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,오피스텔,매매,18,보통,해당지역,12150.0,10500.0,14975.0,,,,,26.3,25.6,32.2,430.026
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,단독다가구,월세,22,보통,법정동,,,,1000.0,,,50.0,27.3,19.9,37.3,
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,아파트,월세,111,높음,해당지역,,,,5000.0,,,85.0,39.6,34.4,62.5,
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,연립다세대,월세,45,높음,법정동,,,,17500.0,,,19.0,27.2,22.3,32.6,
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,오피스텔,월세,175,높음,해당지역,,,,1000.0,,,60.0,27.0,25.6,30.6,
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,단독다가구,전세,371,높음,자치구,,,,12000.0,8000.0,15750.0,,41.5,34.8,59.6,258.324
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,아파트,전세,167,높음,해당지역,,,,30400.0,24075.0,47125.0,,39.6,39.6,62.5,667.828
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,연립다세대,전세,21,보통,법정동,,,,25350.0,17500.0,26400.0,,29.7,22.3,39.0,801.345
가양2동,강서구,행정동,37.564326577473885,126.85388115632057,오피스텔,전세,78,높음,법정동,,,,23500.0,20350.0,26625.0,,28.3,28.1,32.5,813.876
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,아파트,매매,153,높음,해당지역,88800.0,72400.0,108500.0,,,,,49.5,39.6,58.6,1959.596
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,연립다세대,매매,1827,높음,자치구,24000.0,18500.0,29000.0,,,,,41.4,29.9,55.4,569.83
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,오피스텔,매매,28,보통,법정동,12450.0,10500.0,16087.5,,,,,27.0,24.4,29.2,483.204
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,단독다가구,월세,22,보통,법정동,,,,1000.0,,,50.0,27.3,19.9,37.3,
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,아파트,월세,213,높음,해당지역,,,,2874.0,,,50.0,39.6,39.6,49.5,
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,연립다세대,월세,45,높음,법정동,,,,17500.0,,,19.0,27.2,22.3,32.6,
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,오피스텔,월세,55,높음,해당지역,,,,23000.0,,,21.0,28.1,28.1,28.1,
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,단독다가구,전세,371,높음,자치구,,,,12000.0,8000.0,15750.0,,41.5,34.8,59.6,258.324
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,아파트,전세,239,높음,해당지역,,,,35000.0,28965.0,42000.0,,49.5,39.6,58.6,732.323
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,연립다세대,전세,21,보통,법정동,,,,25350.0,17500.0,26400.0,,29.7,22.3,39.0,801.345
가양3동,강서구,행정동,37.56126052274479,126.85986120345831,오피스텔,전세,78,높음,법정동,,,,23500.0,20350.0,26625.0,,28.3,28.1,32.5,813.876
공항동,강서구,행정동,37.55934521976572,126.8152615909614,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
공항동,강서구,행정동,37.55934521976572,126.8152615909614,아파트,매매,126,높음,해당지역,67500.0,64400.0,145750.0,,,,,59.9,48.3,84.6,1336.663
공항동,강서구,행정동,37.55934521976572,126.8152615909614,연립다세대,매매,94,높음,해당지역,26250.0,24012.2,28000.0,,,,,35.5,26.2,41.0,756.438
공항동,강서구,행정동,37.55934521976572,126.8152615909614,오피스텔,매매,591,높음,자치구,15960.0,11500.0,22900.0,,,,,25.6,22.2,29.7,636.384
공항동,강서구,행정동,37.55934521976572,126.8152615909614,단독다가구,월세,262,높음,해당지역,,,,1000.0,,,45.0,30.6,19.9,46.8,
공항동,강서구,행정동,37.55934521976572,126.8152615909614,아파트,월세,119,높음,해당지역,,,,10540.0,,,80.0,60.0,59.8,85.0,
공항동,강서구,행정동,37.55934521976572,126.8152615909614,연립다세대,월세,221,높음,해당지역,,,,3000.0,,,47.0,29.0,23.5,33.2,
공항동,강서구,행정동,37.55934521976572,126.8152615909614,오피스텔,월세,66,높음,해당지역,,,,2000.0,,,80.0,28.4,26.9,29.0,
공항동,강서구,행정동,37.55934521976572,126.8152615909614,단독다가구,전세,46,높음,해당지역,,,,10750.0,7000.0,14750.0,,45.0,30.2,62.2,246.655
공항동,강서구,행정동,37.55934521976572,126.8152615909614,아파트,전세,223,높음,해당지역,,,,60000.0,40000.0,75000.0,,60.0,59.9,84.9,852.188
공항동,강서구,행정동,37.55934521976572,126.8152615909614,연립다세대,전세,133,높음,해당지역,,,,20000.0,17000.0,23300.0,,30.0,27.1,41.9,636.061
공항동,강서구,행정동,37.55934521976572,126.8152615909614,오피스텔,전세,16,보통,해당지역,,,,21750.0,14625.0,23000.0,,28.8,26.9,30.0,700.467
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,아파트,매매,172,높음,해당지역,87000.0,74500.0,96850.0,,,,,60.0,59.7,84.8,1253.489
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,연립다세대,매매,39,높음,해당지역,33000.0,22500.0,40250.0,,,,,36.9,29.9,47.4,729.167
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,오피스텔,매매,85,높음,해당지역,21000.0,14000.0,27500.0,,,,,30.0,27.4,50.2,585.814
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,단독다가구,월세,163,높음,법정동,,,,1000.0,,,55.0,33.7,22.1,42.3,
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,아파트,월세,179,높음,해당지역,,,,7500.0,,,41.0,15.5,15.2,60.0,
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,연립다세대,월세,117,높음,해당지역,,,,17300.0,,,25.0,29.9,22.5,39.2,
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,오피스텔,월세,719,높음,해당지역,,,,3000.0,,,54.0,27.4,17.3,29.7,
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,단독다가구,전세,37,높음,법정동,,,,14000.0,10000.0,17000.0,,41.4,35.0,52.8,323.764
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,아파트,전세,172,높음,해당지역,,,,50000.0,45000.0,58000.0,,60.0,59.7,84.8,707.089
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,연립다세대,전세,69,높음,해당지역,,,,24000.0,20000.0,29000.0,,29.9,25.7,38.9,805.204
등촌1동,강서구,행정동,37.55589683145575,126.85888999623295,오피스텔,전세,250,높음,해당지역,,,,25000.0,23000.0,27450.0,,28.1,22.5,37.3,874.179
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,아파트,매매,92,높음,해당지역,110250.0,79850.0,127250.0,,,,,85.0,75.6,119.9,1062.191
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,연립다세대,매매,132,높음,해당지역,29900.0,25000.0,38000.0,,,,,39.3,29.3,48.2,772.475
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,오피스텔,매매,120,높음,법정동,22407.5,14500.0,37000.0,,,,,36.0,27.4,61.4,586.055
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,단독다가구,월세,163,높음,법정동,,,,1000.0,,,55.0,33.7,22.1,42.3,
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,아파트,월세,33,높음,해당지역,,,,20000.0,,,104.0,84.8,79.8,85.0,
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,연립다세대,월세,220,높음,해당지역,,,,9000.0,,,41.0,29.9,25.7,43.6,
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,오피스텔,월세,23,보통,해당지역,,,,5000.0,,,80.0,30.0,29.0,43.7,
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,단독다가구,전세,37,높음,법정동,,,,14000.0,10000.0,17000.0,,41.4,35.0,52.8,323.764
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,아파트,전세,60,높음,해당지역,,,,64500.0,52875.0,75250.0,,85.0,84.8,134.9,686.584
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,연립다세대,전세,114,높음,해당지역,,,,21000.0,16350.0,25181.2,,36.5,27.7,51.5,561.419
등촌2동,강서구,행정동,37.546375063373894,126.86104208290325,오피스텔,전세,13,보통,해당지역,,,,26570.0,25400.0,29400.0,,34.9,30.0,42.8,860.585
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,아파트,매매,301,높음,해당지역,95500.0,69000.0,107000.0,,,,,58.1,41.8,80.6,1577.061
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,연립다세대,매매,177,높음,법정동,30180.0,24500.0,38000.0,,,,,39.1,29.4,48.3,766.983
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,오피스텔,매매,33,높음,해당지역,30500.0,16100.0,46500.0,,,,,60.8,29.7,77.8,583.882
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,단독다가구,월세,163,높음,법정동,,,,1000.0,,,55.0,33.7,22.1,42.3,
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,아파트,월세,226,높음,해당지역,,,,5800.0,,,100.0,41.8,37.7,58.1,
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,연립다세대,월세,19,보통,해당지역,,,,5000.0,,,47.0,24.3,20.1,27.0,
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,오피스텔,월세,165,높음,해당지역,,,,12000.0,,,40.0,29.7,29.7,39.0,
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,단독다가구,전세,37,높음,법정동,,,,14000.0,10000.0,17000.0,,41.4,35.0,52.8,323.764
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,아파트,전세,293,높음,해당지역,,,,38850.0,29300.0,46000.0,,58.1,41.8,58.1,706.215
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,연립다세대,전세,185,높음,법정동,,,,22800.0,18700.0,25650.0,,30.0,27.1,47.0,648.679
등촌3동,강서구,행정동,37.56242604846667,126.84457359151284,오피스텔,전세,50,높음,해당지역,,,,23400.0,22625.0,26750.0,,29.7,29.7,58.9,778.302
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,단독다가구,매매,52,높음,자치구,117500.0,97250.0,145000.0,,,,,190.5,118.8,256.0,651.304
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,아파트,매매,138,높음,해당지역,113250.0,86125.0,124950.0,,,,,84.6,67.1,84.8,1447.74
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,연립다세대,매매,67,높음,해당지역,27500.0,21600.0,36650.0,,,,,53.3,40.1,66.1,578.577
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,오피스텔,매매,591,높음,자치구,15960.0,11500.0,22900.0,,,,,25.6,22.2,29.7,636.384
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,단독다가구,월세,113,높음,법정동,,,,1000.0,,,50.0,29.8,20.1,41.6,
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,아파트,월세,460,높음,해당지역,,,,6577.0,,,28.0,50.0,49.9,59.8,
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,연립다세대,월세,142,높음,해당지역,,,,3000.0,,,47.0,33.9,18.9,43.0,
발산1동,강서구,행정동,37.5538491339151,126.82753088976241,오피스텔,월세,13,보통,법정동,,,,2000.0,,,125.0,26.3,26.0,26.4,
